Niveau_0;Niveau_1;Niveau_2;Niveau_3;Niveau_4;Niveau_5;Niveau_6;Niveau_7;Niveau_8;Niveau_9;"Identifiant";"Type";"Microthésaurus";"Statut";"Définition";"Note d'application";"Synonymes";"Relatifs";"Fiches associées";"CIMU_ID";"LANGUE_ORIGINE";"H&S_Label";"URI_DBPEDIA";
;;;"Atamo";;;;;;;"LEXICON_00005145";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Atsimewu";;;;;;;"LEXICON_00005411";"NT";"Musical instruments";"Standard";"";"";"Atsimevu";"";"12";"";"";"";;
;;;"Atumpan";;;;;;;"LEXICON_00004917";"NT";"Musical instruments";"Standard";"";"";"";"";"6";"";"";"";;
;;;"Atwereba";;;;;;;"LEXICON_00006120";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005539";"2";"";"";"";;
;;;"Audh";;;;;;;"LEXICON_00005146";"NT";"Musical instruments";"Standard";"";"";"";"";"3";"";"";"";;
;;;"Automatic drum";;;;;;;"LEXICON_00006631";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000117";"7";"";"";"";;
;;;"Bajiao gu";;;;;;;"LEXICON_00002497";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000116";"11";;;;;
;;;"Ban";;;;;;;"LEXICON_00002498";"NT";"Musical instruments";"Standard";"";"";"Bang;Pan";"LEXICON_00000035";"15";;;;;
;;;"Bangu";;;;;;;"LEXICON_00002501";"NT";"Musical instruments";"Standard";"";"";"Kou;Pan-ku;Xiaogu";"LEXICON_00006441";"30";;;;;
;;;"Barrel drum";;;;;;;"LEXICON_00002504";"NT";"Musical instruments";"Standard";"";"";"Barrel shaped drum";"LEXICON_00000108;LEXICON_00006435";"175";;;;;
;;;"Bass drum";;;;;;;"LEXICON_00002506";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000106";"64";;;;;
;;;"Bata";;;;;;;"LEXICON_00002507";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005562;LEXICON_00006440";"3";;;;;
;;;"Bedug";;;;;;;"LEXICON_00004919";"NT";"Musical instruments";"Standard";"";"";"";"";"2";"";"";"";;
;;;"Bendir";;;;;;;"LEXICON_00002508";"NT";"Musical instruments";"Standard";"";"";"Ainza;Bandar;Bendeyr;Bendre;Bindir";"LEXICON_00000116";"32";;;;;
;;;"Bendré";;;;;;;"LEXICON_00006942";"NT";"Musical instruments";"Standard";"Calebash drum from the Yana people of Burkina Faso. Made from a round gourd of which the top is cut off and which is covered with a small goatskin membrane. It is called Binderi or Binha by the Moosè people of Burkina Faso";"";"Binderi;Binha";"LEXICON_00000098";"7";"";"";"";"";
;;;"Bérenté";;;;;;;"LEXICON_00006945";"NT";"Musical instruments";"Standard";"Goblet shaped drum from the Gan people in Burkina";"";"";"LEXICON_00000112";"1";"";"";"";"";
;;;"Bibliku";;;;;;;"LEXICON_00006269";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000112";"0";"";"";"";;
;;;"Biô";;;;;;;"LEXICON_00006946";"NT";"Musical instruments";"Standard";"Elongated hourglass drum from the Winnè people in Burkina Faso";"";"";"LEXICON_00005561";"2";"";"";"";"";
;;;"Bodhran";;;;;;;"LEXICON_00002514";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Bofu";;;;;;;"LEXICON_00005416";"NT";"Musical instruments";"Standard";"";"";"Po-fu";"";"2";"";"";"";;
;;;"Bombo";;;;;;;"LEXICON_00004577";"NT";"Musical instruments";"Standard";"Traditional Andean, lowland and Central American single-skin frame drum with handle. The mestizo bombo, e.g. the Argentinean and Chilean bombo is a double-skin cylindrical drum. The Argentinean ""bombo legüero"" is a barrel drum";"";"";"LEXICON_00000096;LEXICON_00000105;LEXICON_00000108;LEXICON_00000117";"1";"";"";"";"";
;;;"Bommaa";;;;;;;"LEXICON_00005157";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000318";"1";"";"";"";;
;;;"Bongos";;;;;;;"LEXICON_00002515";"NT";"Musical instruments";"Standard";"";"";"";"";"13";;;;;
;;;"Bonko";;;;;;;"LEXICON_00002516";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Boyard";;;;;;;"LEXICON_00008307";"NT";"Musical instruments";"Standard";"Large cylindrical footed drum from the Koyo and Banguele of the Cuvette region (Makoua) in the Republic of Congo. Used fot popular festivitie";"";"";"LEXICON_00000103";"2";"";"";"";"";
;;;"Brekete";;;;;;;"LEXICON_00005159";"NT";"Musical instruments";"Standard";"";"";"";"";"2";"";"";"";;
;;;"Bronze drum";;;;;;;"LEXICON_00002517";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000022";"23";;;;;
;;;"Bubanj";;;;;;;"LEXICON_00004678";"NT";"Musical instruments";"Standard";"";"";"Boubagn";"";"4";"";"";"";;
;;;"Buhai";;;;;;;"LEXICON_00002518";"NT";"Musical instruments";"Standard";"";"";"";"";"4";;;;;
;;;"Burczybas";;;;;;;"LEXICON_00002519";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;"Polish";;;
;;;"Caixa";;;;;;;"LEXICON_00005162";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Caja";;;;;;;"LEXICON_00004578";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000117";"38";"";"";"";;
;;;"Cajon";;;;;;;"LEXICON_00002520";"NT";"Musical instruments";"Standard";"";"";"";"";"1";;;;;
;;;"Cenda";;;;;;;"LEXICON_00002521";"NT";"Musical instruments";"Standard";"";"";"Centa;Chenda";"";"0";;"Malayalam";;;
;;;"Changgo";;;;;;;"LEXICON_00002524";"NT";"Musical instruments";"Standard";"";"";"Janggu";"LEXICON_00005562";"13";;;;;
;;;"Chaozhou-biangu";;;;;;;"LEXICON_00004994";"NT";"Musical instruments";"Standard";"";"";"Chaozhou biangu";"";"2";"";"";"";;
;;;"Chin'go";;;;;;;"LEXICON_00002525";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Cholgo";;;;;;;"LEXICON_00002526";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Chunggo";;;;;;;"LEXICON_00002527";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Chwago";;;;;;;"LEXICON_00002528";"NT";"Musical instruments";"Standard";"";"";"";"";"3";;;;;
;;;"Ciblon";;;;;;;"LEXICON_00005175";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000108";"3";"";"";"";;
;;;"Conga";;;;;;;"LEXICON_00002529";"NT";"Musical instruments";"Standard";"";"";"Congas";"";"12";"";"";"";;
;;;"Conical drum";;;;;;;"LEXICON_00002531";"NT";"Musical instruments";"Standard";"";"";"";"";"1195";;;;;
;;;"Conka";;;;;;;"LEXICON_00005474";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Contra surdo";;;;;;;"LEXICON_00005181";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000105;LEXICON_00000106";"0";"";"";"";;
;;;"Cununo";;;;;;;"LEXICON_00004928";"NT";"Musical instruments";"Standard";"";"";"";"";"2";"";"";"";;
;;;"Cylindrical drum";;;;;;;"LEXICON_00002532";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000101";"1221";;;;;
;;;"Cylindrical-conical drum";;;;;;;"LEXICON_00005691";"NT";"Musical instruments";"Standard";"";"";"Conico-cylindrical drum";"LEXICON_00005568";"1891";"";"";"";;
;;;"Dabadaba";;;;;;;"LEXICON_00005182";"NT";"Musical instruments";"Standard";"";"";"";"";"1";"";"";"";;
;;;"Dadabuan";;;;;;;"LEXICON_00006797";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000112";"2";"";"";"";;
;;;"Daf";;;;;;;"LEXICON_00002533";"NT";"Musical instruments";"Standard";"";"";"Daff";"LEXICON_00000117";"26";;;;;
;;;"Dagu";;;;;;;"LEXICON_00002535";"NT";"Musical instruments";"Standard";"";"";"";"";"3";;;;;
;;;"Daire";;;;;;;"LEXICON_00002536";"NT";"Musical instruments";"Standard";"";"";"Dahare;Dahareh;Dahira;Daira;Da'ira;Dairea;Dajre;Dara;Dayre;Diayrah;Doira;Ghera";"LEXICON_00000116";"32";;;;;
;;;"Daluka";;;;;;;"LEXICON_00005183";"NT";"Musical instruments";"Standard";"";"";"";"";"2";"";"";"";;
;;;"Damaru";;;;;;;"LEXICON_00002548";"NT";"Musical instruments";"Standard";"";"";"Dambaru;Damru";"LEXICON_00005592";"59";;;;;
;;;"Dangossènè";;;;;;;"LEXICON_00006947";"NT";"Musical instruments";"Standard";"Double-headed hourglass pression drum (also known as the variable tension drum or the talking drum) from the Kô people in Burkina Faso";"";"";"LEXICON_00005563";"1";"";"";"";"";
;;;"Dap";;;;;;;"LEXICON_00002551";"NT";"Musical instruments";"Standard";"";"";"";"";"2";;;;;
;;;"Daph";;;;;;;"LEXICON_00002552";"NT";"Musical instruments";"Standard";"";"";"Dampha";"LEXICON_00000116";"6";;;;;
;;;"Darabukka";;;;;;;"LEXICON_00002554";"NT";"Musical instruments";"Standard";"";"";"Daraboukkeh;Darabuke;Darbouka;Darboukka;Darbuka;Darbukka;Derbouka";"LEXICON_00000112";"175";;;;;
;;;"Davandai";;;;;;;"LEXICON_00004855";"NT";"Musical instruments";"Standard";"";"";"";"";"11";"";"";"";;
;;;"Davul";;;;;;;"LEXICON_00002561";"NT";"Musical instruments";"Standard";"";"";"Daholl;Dohol";"";"17";;;;;
;;;"Debakan";;;;;;;"LEXICON_00005186";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Def";;;;;;;"LEXICON_00002564";"NT";"Musical instruments";"Standard";"";"";"Defi;Tef";"";"18";;;;;
;;;"Dendene-sa";;;;;;;"LEXICON_00006948";"NT";"Musical instruments";"Standard";"Talking drum (double-headed hourglass drum; variable tension drum) from the Bobo people in Burkina Faso";"";"Dendéné-Tola";"LEXICON_00005563";"2";"";"";"";"";
;;;"Dhah";;;;;;;"LEXICON_00005187";"NT";"Musical instruments";"Standard";"";"";"";"";"1";"";"";"";;
;;;"Dhak";;;;;;;"LEXICON_00002567";"NT";"Musical instruments";"Standard";"";"";"Deru;Dhakka";"";"5";;;;;
;;;"Dhimay";;;;;;;"LEXICON_00002570";"NT";"Musical instruments";"Standard";"";"";"Dhime";"";"5";;;;;
;;;"Dhimayca";;;;;;;"LEXICON_00005190";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Dhol";;;;;;;"LEXICON_00002572";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005542";"40";;;;;
;;;"Dholak";;;;;;;"LEXICON_00002573";"NT";"Musical instruments";"Standard";"";"";"Dholac;Dholki;Dhulki;Dolak;Dulki";"LEXICON_00005542;LEXICON_00005552";"39";;;;;
;;;"Dindimi";;;;;;;"LEXICON_00004857";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000116";"6";"";"";"";;
;;;"Diplipito";;;;;;;"LEXICON_00004680";"NT";"Musical instruments";"Standard";"";"";"Dimplipito";"LEXICON_00000099";"2";"";"";"";;
;;;"Ditumba";;;;;;;"LEXICON_00005735";"NT";"Musical instruments";"Standard";"";"";"Etumba";"LEXICON_00000112";"5";"";"";"";;
;;;"Djembe";;;;;;;"LEXICON_00002579";"NT";"Musical instruments";"Standard";"A type of drum played with both bare hands. It is in widespread use primarily in Mali and Guinea among the Maninka and Susu peoples, and also in neighbouring Senegal, Côte d’Ivoire and Burkina Faso; it is also perhaps the most popular African drum outside the African continent
";"";"Jembe";"LEXICON_00005539";"15";"";"";"";"";
;;;"Djolon";;;;;;;"LEXICON_00006950";"NT";"Musical instruments";"Standard";"Kettle drum from the Gouin eople in Burkina Faso played with two wooden sticks";"";"Djolblon";"LEXICON_00000098";"2";"";"";"";"";
;;;"Djoungdjoung";;;;;;;"LEXICON_00002581";"NT";"Musical instruments";"Standard";"";"";"Dundu;Dundun";"LEXICON_00005562";"1";;;;;
;;;"Dogdog";;;;;;;"LEXICON_00004931";"NT";"Musical instruments";"Standard";"";"";"";"";"2";"";"";"";;
;;;"Dohol";;;;;;;"LEXICON_00005188";"NT";"Musical instruments";"Standard";"";"";"";"";"3";"";"";"";;
;;;"Donno";;;;;;;"LEXICON_00002584";"NT";"Musical instruments";"Standard";"";"";"Dondo";"";"22";;;;;
;;;"Dontoumon";;;;;;;"LEXICON_00006952";"NT";"Musical instruments";"Standard";"Double-headed hourglass pression drum (also known as the variable tension drum or the talking drum) from the Bwa people in Burkina Faso";"";"Dontomon";"";"3";"";"";"";"";
;;;"Double-conical drum";;;;;;;"LEXICON_00005690";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000109";"151";"";"";"";;
;;;"Drum";;;;;;;"LEXICON_00002585";"NT";"Musical instruments";"Standard";"";"";"";"";"810";;;;;
;;;"Duba";;;;;;;"LEXICON_00004682";"NT";"Musical instruments";"Standard";"";"";"Doba;Doba";"LEXICON_00000116";"9";"";"";"";;
;;;"Duff";;;;;;;"LEXICON_00002586";"NT";"Musical instruments";"Standard";"";"";"Daff";"LEXICON_00000116";"19";;;;;
;;;"Dukkar";;;;;;;"LEXICON_00004860";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Duma";;;;;;;"LEXICON_00002588";"NT";"Musical instruments";"Standard";"";"";"Douma";"";"0";;;;;
;;;"Dumbelek";;;;;;;"LEXICON_00002590";"NT";"Musical instruments";"Standard";"";"";"Deblek;Deplik;Dombelik;Dumbek";"";"1";;;;;
;;;"Eguan";;;;;;;"LEXICON_00006954";"NT";"Musical instruments";"Standard";"Double-headed hourglass pression drum (also known as the variable tension drum or the talking drum) from the Nuni people in Burkina Faso";"";"Buguaa;Uguan";"LEXICON_00005563";"1";"";"";"";"";
;;;"Ekole";;;;;;;"LEXICON_00002595";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000035";"4";;;;;
;;;"Engalabi";;;;;;;"LEXICON_00002596";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006431";"3";;;;;
;;;"Ese";;;;;;;"LEXICON_00005201";"NT";"Musical instruments";"Standard";"";"";"";"";"6";"";"";"";;
;;;"Fanfrnoch";;;;;;;"LEXICON_00004684";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000132";"5";"";"";"";;
;;;"Fodrahi";;;;;;;"LEXICON_00002597";"NT";"Musical instruments";"Standard";"";"";"";"";"2";;;;;
;;;"Fontomfrom";;;;;;;"LEXICON_00005189";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Frame drum";;;;;;;"LEXICON_00002598";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000114";"344";;;;;
;;;"Friction drum";;;;;;;"LEXICON_00002599";"NT";"Musical instruments";"Standard";"";"";"";"";"270";;;;;
;;;"Furitsuzumi";;;;;;;"LEXICON_00002600";"NT";"Musical instruments";"Standard";"";"";"Furi-tsuzumi";"";"0";;;;;
;;;"Gakudaiko";;;;;;;"LEXICON_00002601";"NT";"Musical instruments";"Standard";"";"";"Gaku-daiko";"";"2";;;;;
;;;"Gandang";;;;;;;"LEXICON_00005207";"NT";"Musical instruments";"Standard";"";"";"";"";"4";"";"";"";;
;;;"Ganga";;;;;;;"LEXICON_00002602";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000117";"5";;;;;
;;;"Gangango";;;;;;;"LEXICON_00006957";"NT";"Musical instruments";"Standard";"Double-headed ylindrical drum of the Yana and Moosè people in Burkina Faso. ""Gangango"" means ""drum"" in Moorè language. The generic name in West and North African cultures is ""Ganga""";"";"Gangado;Gangaogo;Gangaongo;Gongongo";"LEXICON_00000106";"2";"";"";"";"";
;;;"Gangari";;;;;;;"LEXICON_00006962";"NT";"Musical instruments";"Standard";"Double-headed cylindrical drum from the Gulmancé people in Burkina Faso";"";"Gangali;Gangare";"LEXICON_00000106";"6";"";"";"";"";
;;;"Gangât";;;;;;;"LEXICON_00006965";"NT";"Musical instruments";"Standard";"Double-headed cylindrical drum from the Tamasheq people in Burkina Faso";"";"Tegângânt";"LEXICON_00000096";"1";"";"";"";"";
;;;"Garamut";;;;;;;"LEXICON_00006294";"NT";"Musical instruments";"Standard";"";"";"Mi";"LEXICON_00000035";"27";"";"";"";;
;;;"Garawung";;;;;;;"LEXICON_00002603";"NT";"Musical instruments";"Standard";"";"";"Garawon";"";"0";;;;;
;;;"Gata-bere";;;;;;;"LEXICON_00002605";"NT";"Musical instruments";"Standard";"";"";"";"";"2";;;;;
;;;"Gaza";;;;;;;"LEXICON_00002606";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00002189";"4";;;;;
;;;"Geduk";;;;;;;"LEXICON_00005208";"NT";"Musical instruments";"Standard";"";"";"";"";"2";"";"";"";;
;;;"Gendang";;;;;;;"LEXICON_00002607";"NT";"Musical instruments";"Standard";"";"";"Kendang";"";"4";;;;;
;;;"Genderang";;;;;;;"LEXICON_00005211";"NT";"Musical instruments";"Standard";"";"";"";"";"9";"";"";"";;
;;;"Ghata";;;;;;;"LEXICON_00002609";"NT";"Musical instruments";"Standard";"";"";"Ghatam";"";"3";;;;;
;;;"Ghaval";;;;;;;"LEXICON_00005215";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Gimbal";;;;;;;"LEXICON_00005216";"NT";"Musical instruments";"Standard";"";"";"";"";"1";"";"";"";;
;;;"Gimbar";;;;;;;"LEXICON_00005220";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000105";"1";"";"";"";;
;;;"Glaw ng yao";;;;;;;"LEXICON_00002610";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000112";"1";"";"Thaï";"";;
;;;"Go";;;;;;;"LEXICON_00002611";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00002189";"10";;;;;
;;;"Goblet drum";;;;;;;"LEXICON_00002612";"NT";"Musical instruments";"Standard";"";"";"Goblet shaped drum";"";"1175";;;;;
;;;"Goilbi";;;;;;;"LEXICON_00006967";"NT";"Musical instruments";"Standard";"Double terra cotta kettledrum from the Siamou people in Burkina Faso";"";"";"LEXICON_00000099";"1";"";"";"";"";
;;;"Gondang";;;;;;;"LEXICON_00005217";"NT";"Musical instruments";"Standard";"";"";"";"";"5";"";"";"";;
;;;"Gongand";;;;;;;"LEXICON_00005221";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000105";"0";"";"";"";;
;;;"Gongon";;;;;;;"LEXICON_00006968";"NT";"Musical instruments";"Standard";"Double-headed cylindrical drum from the Winnè people in Burkina Faso";"";"Gangon";"LEXICON_00000106";"1";"";"";"";"";
;;;"Gordang";;;;;;;"LEXICON_00005509";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000103";"1";"";"";"";;
;;;"Gouagnon";;;;;;;"LEXICON_00006970";"NT";"Musical instruments";"Standard";"Wooden goblet drum from the Samogo people in Burkina Faso";"";"";"LEXICON_00000112";"1";"";"";"";"";
;;;"Gu";;;;;;;"LEXICON_00005137";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000117";"9";"";"";"";;
;;;"Guagulu";;;;;;;"LEXICON_00006971";"NT";"Musical instruments";"Standard";"Large double-headed cylindrical drum from the Nuni people of Burkina Faso";"";"Guagula;Quôgulu";"LEXICON_00000106";"1";"";"";"";"";
;;;"Gubié";;;;;;;"LEXICON_00006974";"NT";"Musical instruments";"Standard";"Small double-headed cylindrical drum from the Nuni people of Burkina Faso";"";"Glubia";"LEXICON_00000106";"2";"";"";"";"";
;;;"Gubié";;;;;;;"LEXICON_00007079";"NT";"Musical instruments";"Standard";"Elongated hourglass drum from the Nuni people in Burkina Faso";"";"Glubia";"LEXICON_00005562";"0";"";"";"";"";
;;;"Gudolo";;;;;;;"LEXICON_00006976";"NT";"Musical instruments";"Standard";"Long elongated hourglass drum of about 130 cm from the Nuni people in Burkina Faso";"";"Godolo";"LEXICON_00005562";"1";"";"";"";"";
;;;"Gufalo";;;;;;;"LEXICON_00006978";"NT";"Musical instruments";"Standard";"Long elongated hourglass drum of about 100 cm from the Nuni people in Burkina Faso";"";"Glufôro;Goufalo";"LEXICON_00005562";"2";"";"";"";"";
;;;"Gummati";;;;;;;"LEXICON_00004866";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000112";"13";"";"";"";;
;;;"Gussiné Bié";;;;;;;"LEXICON_00006981";"NT";"Musical instruments";"Standard";"Double-headed hourglass pression drum (also known as the variable tension drum or the talking drum) from the Winnè people in Burkina Faso";"";"";"LEXICON_00005563";"1";"";"";"";"";
;;;"Halgi";;;;;;;"LEXICON_00004867";"NT";"Musical instruments";"Standard";"";"";"";"";"5";"";"";"";;
;;;"Henggelege";;;;;;;"LEXICON_00005000";"NT";"Musical instruments";"Standard";"";"";"Henggeli";"";"0";"";"";"";;
;;;"Herrazi";;;;;;;"LEXICON_00002615";"NT";"Musical instruments";"Standard";"";"";"Harrazi";"";"0";"";"";"";;
;;;"Hourglass drum";;;;;;;"LEXICON_00002617";"NT";"Musical instruments";"Standard";"";"";"Hourglass shaped drum";"";"584";"";"";"";;
;;;"Huagu";;;;;;;"LEXICON_00002620";"NT";"Musical instruments";"Standard";"";"";"Hwa kou";"";"5";;;;;
;;;"Huaigu";;;;;;;"LEXICON_00002622";"NT";"Musical instruments";"Standard";"";"";"Diangu";"";"10";;;;;
;;;"Huangnigu";;;;;;;"LEXICON_00002623";"NT";"Musical instruments";"Standard";"";"";"Changgu;Chang-kou";"";"0";"";"";"";;
;;;"Hudko";;;;;;;"LEXICON_00002626";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Hudukka";;;;;;;"LEXICON_00004868";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005562";"5";"";"";"";;
;;;"Huolang gu";;;;;;;"LEXICON_00002627";"NT";"Musical instruments";"Standard";"";"";"Clontong;Tao kou;Taogu";"";"0";"";"";"";;
;;;"Huruk";;;;;;;"LEXICON_00002631";"NT";"Musical instruments";"Standard";"";"";"";"";"8";;;;;
;;;"Idakka";;;;;;;"LEXICON_00002632";"NT";"Musical instruments";"Standard";"";"";"Edaka;Edakkya;Itekka";"";"0";;;;;
;;;"Jagajhampa";;;;;;;"LEXICON_00004869";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00002187";"7";"";"";"";;
;;;"Jevetya";;;;;;;"LEXICON_00006121";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005559";"2";"";"";"";;
;;;"Joraghai";;;;;;;"LEXICON_00004872";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005545";"0";"";"";"";;
;;;"Ka";;;;;;;"LEXICON_00002636";"NT";"Musical instruments";"Standard";"";"";"Groka;Gwo ka;Gwoka";"";"0";;;;;
;;;"Kaar";;;;;;;"LEXICON_00008364";"NT";"Musical instruments";"Standard";"Chad ensemble of calebashes, the biggest one used as recipient filled with water in which the two smaller ones are beaten";"";"";"LEXICON_00000022";"2";"";"";"";"";
;;;"Kabaro";;;;;;;"LEXICON_00002640";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000106";"2";;;;;
;;;"Kagan";;;;;;;"LEXICON_00005245";"NT";"Musical instruments";"Standard";"";"";"";"";"2";"";"";"";;
;;;"Kakko";;;;;;;"LEXICON_00002641";"NT";"Musical instruments";"Standard";"";"";"";"";"7";;;;;
;;;"Kalangu";;;;;;;"LEXICON_00002642";"NT";"Musical instruments";"Standard";"";"";"Danko;Kalanggual;Kalungu";"";"3";;;;;
;;;"Kalgo";;;;;;;"LEXICON_00002646";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Kamango";;;;;;;"LEXICON_00002647";"NT";"Musical instruments";"Standard";"";"";"Kamanga";"";"0";;;;;
;;;"Kanjira";;;;;;;"LEXICON_00002649";"NT";"Musical instruments";"Standard";"";"";"";"";"5";;;;;
;;;"Kantamdabadaba";;;;;;;"LEXICON_00005426";"NT";"Musical instruments";"Standard";"";"";"Kantadabadaba";"";"6";"";"";"";;
;;;"Kao-kao";;;;;;;"LEXICON_00005507";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Kelei";;;;;;;"LEXICON_00002650";"NT";"Musical instruments";"Standard";"";"";"Kele";"";"1";;;;;
;;;"Kelmas";;;;;;;"LEXICON_00005255";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Kenang";;;;;;;"LEXICON_00005256";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000108";"1";"";"";"";;
;;;"Kendang";;;;;;;"LEXICON_00002652";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005541";"45";;;;;
;;;"Kete";;;;;;;"LEXICON_00005258";"NT";"Musical instruments";"Standard";"";"";"";"";"3";"";"";"";;
;;;"Ketipung";;;;;;;"LEXICON_00005259";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005541";"24";"";"";"";;
;;;"Khaijari";;;;;;;"LEXICON_00005260";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000116";"1";"";"";"";;
