Identifier;Level_1;Level_2;Level_3;Synonyms;YOUR LANGUAGE;Synonyms (YOUR LANGUAGE) ;H&S link;Nb of instruments;Définition;Original language;URI_DBPEDIA
LEXICON_00006138;;;Klong put;;;;LEXICON_00000262;2;;;
LEXICON_00006302;;;Kodokan;Kodak;;;LEXICON_00000246;2;;;
LEXICON_00003846;;;Lira;Lera;;;LEXICON_00000226;12;;;
LEXICON_00006406;;;Megaphone;;;;;6;;;
LEXICON_00004312;;;Melophone;;;;;27;;French;
LEXICON_00005522;;;Membrane transverse flute;;;;;0;;;
LEXICON_00004314;;;Pi so;;;;LEXICON_00000330;8;;Thai;
LEXICON_00004315;;;Popgun;;;;LEXICON_00000243;1;;;
LEXICON_00006407;;;Raspberry;;;;LEXICON_00000238;1;;;
LEXICON_00006320;;;Ribbon reed;;;;LEXICON_00000237;7;;;
LEXICON_00005648;;;Siren;;;;LEXICON_00000240;9;;;
LEXICON_00004316;;;Sruti-box;Shruti box;;;LEXICON_00000236;1;;;
LEXICON_00006521;;;Tiet-tiet;;;;LEXICON_00000235;0;;;
LEXICON_00004318;;Saxhorns;;;;;;0;;;
LEXICON_00004319;;;Althorn;;;;"LEXICON_00002168;LEXICON_00002160";10;;;
LEXICON_00004320;;;Alto bugle;;;;LEXICON_00002168;0;;;
LEXICON_00004321;;;Alto horn;;;;LEXICON_00002168;16;;;
LEXICON_00004322;;;Alto saxhorn;;;;"LEXICON_00002169;LEXICON_00002168";52;;;
LEXICON_00004323;;;Antoniophone;;;;LEXICON_00002168;3;;;
LEXICON_00004324;;;Ballad horn;;;;LEXICON_00002170;9;;;
LEXICON_00004325;;;Baritone bugle;;;;LEXICON_00002168;1;;;
LEXICON_00004326;;;Baritone saxhorn;Baritone saxotromba;;;LEXICON_00002168;36;;;
LEXICON_00004327;;;Bass saxhorn;;;;;21;;;
LEXICON_00004328;;;Contrabass saxhorn;;;;LEXICON_00002166;19;;;
LEXICON_00004329;;;Contralto saxhorn;;;;LEXICON_00002168;12;;;
LEXICON_00004330;;;Cornophone;;;;LEXICON_00002165;6;;;
LEXICON_00004331;;;Flicorno;;;;LEXICON_00002168;2;;;
LEXICON_00004332;;;Neocor;;;;LEXICON_00002169;1;;;
LEXICON_00004333;;;Saxhorn;;;;LEXICON_00002168;47;;;
LEXICON_00004334;;;Saxotromba;;;;LEXICON_00002168;2;;;
LEXICON_00006334;;;Sopranino saxhorn;;;;LEXICON_00000358;1;;;
LEXICON_00004335;;;Soprano bugle;;;;LEXICON_00002169;0;;;
LEXICON_00004336;;;Soprano saxhorn;;;;LEXICON_00002168;7;;;
LEXICON_00004337;;;Sudrophone;;;;LEXICON_00002168;3;;;
LEXICON_00004338;;;Tenor bugle;;;;LEXICON_00002168;4;;;
LEXICON_00004339;;;Tenor cor;;;;LEXICON_00002168;13;;;
LEXICON_00004341;;Saxophones;;;;;;0;;;
LEXICON_00004342;;;Alto saxophone;;;;LEXICON_00000327;46;;;
LEXICON_00004343;;;Baritone saxophone;;;;LEXICON_00000327;14;;;
LEXICON_00004344;;;Bass saxophone;;;;LEXICON_00000327;5;;;
LEXICON_00004345;;;Octavin;;;;LEXICON_00000327;3;;;
LEXICON_00004346;;;Saxophone;;;;LEXICON_00000327;49;;;
LEXICON_00004347;;;Soprano saxophone;;;;LEXICON_00000327;24;;;
LEXICON_00004348;;;Swanee-sax;;;;LEXICON_00000327;3;;;
LEXICON_00004349;;;Tenor saxophone;;;;LEXICON_00000327;23;;;
LEXICON_00004350;;Serpents;;;;;;0;;;
LEXICON_00004351;;;Bass horn;"Basshorn;Bass-horn";;;LEXICON_00000355;15;;;
LEXICON_00004354;;;Cimbasso;;;;;0;;;
LEXICON_00004355;;;Ophimonocleide;;;;LEXICON_00000355;3;;;
LEXICON_00004356;;;Russian bassoon;;;;LEXICON_00000355;93;;;
LEXICON_00004357;;;Serpent;;;;LEXICON_00000355;104;;;
LEXICON_00004358;;;Serpent Forveille;;;;LEXICON_00000355;17;;French;
LEXICON_00004360;;Trombones;;;;;;0;;;
LEXICON_00004361;;;Alto trombone;;;;"LEXICON_00000356;LEXICON_00002160";23;;;
LEXICON_00004362;;;Bass trombone;;;;"LEXICON_00000356;LEXICON_00002161";49;;;
LEXICON_00004363;;;Bimbonifono;;;;LEXICON_00002161;1;;Italian;
LEXICON_00006401;;;Contrabass trombone;;;;"LEXICON_00000356;LEXICON_00002161";9;;;
LEXICON_00004364;;;Sackbut (trombone);Saquebute;;;LEXICON_00000356;1;;;
LEXICON_00004367;;;Soprano trombone;;;;LEXICON_00000356;7;;;
LEXICON_00004368;;;Tenor trombone;;;;"LEXICON_00000356;LEXICON_00002161";152;;;
LEXICON_00004369;;;Trombone;Slide trombone;;;LEXICON_00000356;177;;;
LEXICON_00006337;;;Valve trombone;;;;LEXICON_00002161;33;;;
LEXICON_00004370;;Trumpets;;;;;LEXICON_00000337;0;;;
LEXICON_00004371;;;Agwara;;;;;0;;;
LEXICON_00004372;;;Alphorn;Alpenhorn;;;"LEXICON_00000344;LEXICON_00000347";18;;;
LEXICON_00004374;;;Amakondere;;;;LEXICON_00006220;1;;;
LEXICON_00004848;;;Ananta vijaya;;;;LEXICON_00000337;2;;;
LEXICON_00004375;;;Bak;;;;;1;;;
LEXICON_00004849;;;Barataka;;;;LEXICON_00000337;1;;;
LEXICON_00004376;;;Bargumi;;;;LEXICON_00000348;2;;;
LEXICON_00004377;;;Bass trumpet;;;;LEXICON_00002161;16;;;
LEXICON_00006394;;;Bher;Turhi;;;LEXICON_00000344;3;;;
LEXICON_00004774;;;Bion;Biou;;;LEXICON_00000337;1;;;
LEXICON_00004775;;;Bockhorn;"Bukkehorn;Prillarhorn";;;;65;;;
LEXICON_00004378;;;Buccin;;;;LEXICON_00000356;23;;;
LEXICON_00004379;;;Buccina;;;;;1;;;
LEXICON_00005160;;;Büchel;;;;LEXICON_00000347;3;;;
LEXICON_00004380;;;Bucium;"Buccium;Bucin;Trimbita;Tulnic";;;;5;;;
LEXICON_00004385;;;Buruw;;;;LEXICON_00006220;9;;;
LEXICON_00006818;;;Buzio;;;;LEXICON_00000337;0;;;
LEXICON_00005723;;;Cane trumpet;Walking-stick trumpet;;;;2;;;
LEXICON_00005164;;;Caracol;;;;LEXICON_00000334;0;;;
LEXICON_00004386;;;Carnyx;;;;;0;;;
LEXICON_00005166;;;Cati;;;;;0;;;
LEXICON_00004387;;;Chalmei;;;;;0;;;
LEXICON_00004388;;;Clavicor;;;;LEXICON_00002168;10;;French;
LEXICON_00004389;;;Conch-shell trumpet;;;;LEXICON_00000335;67;;;
LEXICON_00004390;;;Cornu;;;;LEXICON_00000345;4;;;
LEXICON_00005191;;;Dhavalashanka;;;;LEXICON_00000338;0;;;
LEXICON_00004391;;;Didjeridu;Didgeridoo;;;LEXICON_00000343;12;;;
LEXICON_00005195;;;Dung;;;;LEXICON_00000347;2;;;
LEXICON_00004393;;;Dung-chen;"Dngul dung;Dung chen;Dung dmar;Dungchen;Rag dug;Rag dung;Rag-dung;Ran dung;Rang-dung;Tongqin;Zangs dung";;;LEXICON_00000344;17;;;
LEXICON_00004395;;;Dung-dkar;"Dung dkar;Dung kar";;;LEXICON_00000336;7;;;
LEXICON_00004396;;;Duplex;;;;LEXICON_00002168;3;;;
LEXICON_00004397;;;Embuchi;;;;LEXICON_00000348;5;;;
LEXICON_00006556;;;End-blown trumpet;;;;LEXICON_00000344;22;;;
LEXICON_00004398;;;Faluo;"Hai-lo;Lozeu";;;;4;;;
LEXICON_00004401;;;Fanfare trumpet;;;;"LEXICON_00002160;LEXICON_00002161";51;;;
LEXICON_00004865;;;Go-mukha;;;;LEXICON_00000337;2;;;
LEXICON_00005468;;;Gulu;;;;LEXICON_00000346;2;;;
LEXICON_00006295;;;Hai loa;"Cai tu hoa;Hai lo";;;LEXICON_00000335;1;;;
LEXICON_00004998;;;Haotong;"Aidu;Diaolazi;Haotou";;;LEXICON_00000342;12;;;
LEXICON_00006720;;;Hirtenhorn;;;;;1;;;
LEXICON_00004402;;;Horagai;"Jinkai;Rappakai";;;LEXICON_00000336;5;;;
LEXICON_00005231;;;Huajras;;;;LEXICON_00000341;0;;;
LEXICON_00006297;;;Hwang-lapa;;;;LEXICON_00000345;0;;;
LEXICON_00006136;;;Hwang-teih;;;;LEXICON_00000344;1;;;
LEXICON_00004404;;;Kahala;;;;LEXICON_00000342;1;;;
LEXICON_00004405;;;Kakaki;Kakati;;;LEXICON_00000344;2;;;
LEXICON_00006662;;;Kamay;;;;LEXICON_00000344;0;;;
LEXICON_00005246;;;Kang ling;;;;LEXICON_00000344;4;;;
LEXICON_00004407;;;Karna;;;;;4;;;
LEXICON_00004408;;;Keyed trumpet;;;;LEXICON_00000353;21;;;
LEXICON_00004941;;;Kohorn;;;;;67;;;
LEXICON_00004409;;;Laba;;;;LEXICON_00000344;34;;;
LEXICON_00004410;;;Lituus;;;;LEXICON_00000345;8;;;
LEXICON_00004411;;;Lur;;;;;35;;;
LEXICON_00004412;;;Malakat;;;;LEXICON_00000348;2;;;
LEXICON_00004776;;;Midwinterhoorn;;;;LEXICON_00000346;2;;;
LEXICON_00005293;;;Mini-caña;;;;;1;;;
LEXICON_00005294;;;Nabal;;;;LEXICON_00000344;0;;;
LEXICON_00004413;;;Nafir;Nfir;;;LEXICON_00000344;9;;;
LEXICON_00005295;;;Nag-beli-baja;;;;LEXICON_00000347;0;;;
LEXICON_00005296;;;Nambongo;;;;;0;;;
LEXICON_00004415;;;Narsiga;"Cringa;Rana sringa;Sringa;Srnga";;;"LEXICON_00000346;LEXICON_00000347";12;;;
LEXICON_00004419;;;Natural trumpet;;;;"LEXICON_00000334;LEXICON_00000345";252;;;
LEXICON_00004420;;;Nembongo;;;;LEXICON_00000348;1;;;
LEXICON_00004421;;;Pangi;Panghi;;;LEXICON_00000348;2;;;
LEXICON_00004555;;;Plantation trumpet;;;;LEXICON_00000344;0;;;
LEXICON_00006317;;;Pu;;;;LEXICON_00000335;6;;;
LEXICON_00005326;;;Pututu;;;;LEXICON_00000334;2;;;
LEXICON_00004628;;;Quiquiztli;"Atecocoli;Atecocolli;Atecuculli;Tecciztli;Tecziztli;Tezizcatli";;;LEXICON_00000336;2;;;
LEXICON_00004429;;;Rkang-gling;"Kan-dung;Kang-ling;Kang-t'ung;Rkang-dung";;;LEXICON_00000343;24;;;
LEXICON_00004432;;;Rozhok;"Ragiok;Rajok;Rojok";;;LEXICON_00000352;8;;;
LEXICON_00004436;;;Salpinx;;;;;2;;;
LEXICON_00004437;;;Sankh;"Cankam;Canku;Sankha";;;LEXICON_00000336;6;;;
LEXICON_00004441;;;Sheypur;Cheipour;;;LEXICON_00000344;4;;;
LEXICON_00006333;;;Shosh;;;;LEXICON_00000341;1;;;
LEXICON_00006557;;;Side-blown trumpet;;;;;125;;;
LEXICON_00004443;;;Slide trumpet;;;;LEXICON_00000356;25;;;
LEXICON_00004888;;;Su ghosha;;;;LEXICON_00000337;0;;;
LEXICON_00006687;;;Sunnaya;;;;LEXICON_00000344;0;;;
LEXICON_00004777;;;Surem-puch;;;;LEXICON_00000342;2;;;
LEXICON_00005377;;;Tambuyuk;;;;LEXICON_00000346;0;;;
LEXICON_00006335;;;Tapae;;;;LEXICON_00000335;1;;;
LEXICON_00004892;;;Tirucinnam;;;;;2;;;
LEXICON_00005406;;;Tititala;;;;LEXICON_00000345;0;;;
LEXICON_00005017;;;Tongjiao;"Changhao;Changming;Machui;Xianfeng;Zhaojun;Zhongming";;;;0;;;
LEXICON_00004450;;;Tori;;;;;2;;;
LEXICON_00004778;;;Trimbita;Trîmbita;;;LEXICON_00000342;0;;;
LEXICON_00004444;;;Trombita;Trembita;;;;0;;;
LEXICON_00004446;;;Trumpet;;;;LEXICON_00002160;488;;;
LEXICON_00004635;;;Trutruka;;;;LEXICON_00000324;2;;;
LEXICON_00006336;;;Tu hoa;;;;LEXICON_00000335;0;;;
LEXICON_00004447;;;Tuba curva;;;;;29;;;
LEXICON_00006693;;;Tuiter;;;;LEXICON_00000347;1;;;
LEXICON_00004779;;;Tulnic;;;;LEXICON_00000342;4;;;
LEXICON_00004448;;;Tuohitorvi;Tanotorvi;;;LEXICON_00000352;2;;;
LEXICON_00004452;;;Turi;Ture turungule;;;LEXICON_00006220;2;;;
LEXICON_00004564;;;Tuum;;;;LEXICON_00006220;1;;;
LEXICON_00004454;;;Valve trumpet;;;;LEXICON_00002160;217;;;
LEXICON_00005857;;;Vuvuzela;;;;LEXICON_00000343;5;;;
LEXICON_00004455;;Tubas;;;;;;0;;;
LEXICON_00004456;;;Alto saxotromba;;;;;0;;;
LEXICON_00005715;;;Baritone;;;;;4;;;
LEXICON_00004458;;;Baritone sudrophone;;;;LEXICON_00002168;1;;;
LEXICON_00004459;;;Bass tuba;;;;LEXICON_00002166;43;;;
LEXICON_00004460;;;Bombardon;;;;LEXICON_00002166;21;;;
LEXICON_00004461;;;Contrabass bugle;;;;LEXICON_00002166;1;;;
LEXICON_00004462;;;Contrabass tuba;;;;;5;;;
LEXICON_00004463;;;Euphonium;;;;LEXICON_00002166;34;;;
LEXICON_00004999;;;Hau-tung;;;;LEXICON_00000344;1;;;
LEXICON_00004464;;;Helicon;;;;LEXICON_00002166;20;;;
LEXICON_00004465;;;Sousaphone;Soubassophone;;;LEXICON_00002166;4;;;
LEXICON_00004467;;;Tuba;;;;LEXICON_00002166;84;;;
LEXICON_00004468;;;Wagner tuba;;;;LEXICON_00002165;17;;;
